date,province,amphoe,tambon,patient_count,avg_pm25,avg_temperature,critical_patient_count,high_patient_count
2026-01-01,แม่ฮ่องสอน,ปาย,เวียงใต้,1,31.460416666666667,19.634583333333335,0.0,0.0
2026-01-10,เชียงราย,แม่สาย,เวียงพางคำ,1,35.69916666666666,18.530833333333334,0.0,1.0
2026-01-10,แม่ฮ่องสอน,ปาย,เวียงใต้,1,32.892361111111114,18.614166666666666,0.0,0.0
2026-01-11,แม่ฮ่องสอน,ปาย,เวียงใต้,1,33.547222222222224,18.16541666666667,0.0,0.0
2026-01-12,ลำพูน,ลี้,ลี้,1,32.09795454545454,18.411136363636363,1.0,0.0
2026-01-12,แม่ฮ่องสอน,ปาย,เวียงใต้,1,36.968333333333334,20.097916666666666,0.0,0.0
2026-01-14,แม่ฮ่องสอน,ปาย,เวียงใต้,1,39.94222222222223,20.254583333333333,0.0,0.0
2026-01-15,แม่ฮ่องสอน,ปาย,เวียงใต้,1,36.53652777777778,20.61,0.0,0.0
2026-01-16,ลำพูน,ลี้,ลี้,1,34.63,21.65142857142857,1.0,0.0
2026-01-16,เชียงราย,แม่สาย,เวียงพางคำ,1,42.267916666666665,21.142916666666668,0.0,1.0
2026-01-17,แม่ฮ่องสอน,ปาย,เวียงใต้,2,35.717083333333335,20.8825,0.0,0.0
2026-01-18,ลำพูน,ลี้,ลี้,1,24.215135135135135,22.096486486486487,0.0,0.0
2026-01-18,เชียงราย,แม่สาย,เวียงพางคำ,1,33.810833333333335,21.274166666666666,0.0,0.0
2026-01-02,เชียงราย,แม่สาย,เวียงพางคำ,1,41.60791666666667,20.94666666666667,0.0,0.0
2026-01-02,แม่ฮ่องสอน,ปาย,เวียงใต้,2,31.960138888888892,20.4225,0.0,0.0
2026-01-20,ลำพูน,ลี้,ลี้,1,22.074102564102564,21.851282051282052,0.0,0.0
2026-01-20,แม่ฮ่องสอน,ปาย,เวียงใต้,1,25.24833333333333,20.54625,0.0,1.0
2026-01-21,เชียงราย,แม่สาย,เวียงพางคำ,1,33.200833333333335,21.154999999999998,0.0,0.0
2026-01-22,แม่ฮ่องสอน,ปาย,เวียงใต้,1,23.497916666666665,20.74625,0.0,0.0
2026-01-23,แม่ฮ่องสอน,ปาย,เวียงใต้,2,30.424583333333334,19.4375,0.0,0.0
2026-01-24,แม่ฮ่องสอน,ปาย,เวียงใต้,1,34.43972222222222,19.964583333333334,0.0,0.0
2026-01-25,เชียงราย,แม่สาย,เวียงพางคำ,1,36.915,20.850833333333334,0.0,0.0
2026-01-27,ลำพูน,ลี้,ลี้,1,32.55757575757576,23.459999999999997,0.0,0.0
2026-01-27,แม่ฮ่องสอน,ปาย,เวียงใต้,1,39.8425,20.88416666666667,0.0,0.0
2026-01-03,ลำพูน,ลี้,ลี้,1,29.8875,21.5378125,0.0,0.0
2026-01-03,เชียงราย,แม่สาย,เวียงพางคำ,1,41.25791666666667,20.507916666666667,0.0,0.0
2026-01-03,แม่ฮ่องสอน,ปาย,เวียงใต้,1,45.73527777777778,20.00375,0.0,0.0
2026-01-30,ลำพูน,ลี้,ลี้,1,38.10966666666666,24.974,0.0,0.0
2026-01-30,เชียงราย,แม่สาย,เวียงพางคำ,1,44.24791666666667,21.80875,0.0,0.0
2026-01-04,เชียงราย,แม่สาย,เวียงพางคำ,1,36.4,20.927916666666665,0.0,0.0
2026-01-05,ลำพูน,ลี้,ลี้,1,22.8409375,21.7828125,0.0,1.0
2026-01-05,แม่ฮ่องสอน,ปาย,เวียงใต้,2,26.878611111111113,20.287083333333335,0.0,1.0
2026-01-06,ลำพูน,ลี้,ลี้,1,25.909166666666668,21.375,0.0,0.0
2026-01-07,ลำพูน,ลี้,ลี้,2,24.174666666666667,20.567999999999998,0.0,0.0
2026-01-07,แม่ฮ่องสอน,ปาย,เวียงใต้,1,26.695555555555554,19.598750000000003,0.0,0.0
2026-01-08,เชียงราย,แม่สาย,เวียงพางคำ,1,30.192916666666665,18.978333333333335,0.0,0.0
